"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Day of Month"	"Day of Month Code"	Avg Daily Max Air Temperature (C)
	"California"	"06"	"2001"	"2001"	"Apr"	"4"	"29"	"29"	21.21
	"California"	"06"	"2001"	"2001"	"Apr"	"4"	"30"	"30"	24.23
	"California"	"06"	"2001"	"2001"	"May"	"5"	"1"	"1"	23.44
	"California"	"06"	"2001"	"2001"	"May"	"5"	"2"	"2"	19.51
	"California"	"06"	"2001"	"2001"	"May"	"5"	"3"	"3"	19.94
	"California"	"06"	"2001"	"2001"	"May"	"5"	"4"	"4"	22.06
	"California"	"06"	"2001"	"2001"	"May"	"5"	"5"	"5"	23.59
	"California"	"06"	"2001"	"2001"	"May"	"5"	"6"	"6"	26.11
	"California"	"06"	"2001"	"2001"	"May"	"5"	"7"	"7"	29.21
	"California"	"06"	"2001"	"2001"	"May"	"5"	"8"	"8"	29.98
	"California"	"06"	"2001"	"2001"	"May"	"5"	"9"	"9"	29.47
	"California"	"06"	"2001"	"2001"	"May"	"5"	"10"	"10"	29.17
	"California"	"06"	"2001"	"2001"	"May"	"5"	"11"	"11"	29.68
	"California"	"06"	"2001"	"2001"	"May"	"5"	"12"	"12"	25.64
	"California"	"06"	"2001"	"2001"	"May"	"5"	"13"	"13"	23.72
	"California"	"06"	"2001"	"2001"	"May"	"5"	"14"	"14"	22.62
	"California"	"06"	"2001"	"2001"	"May"	"5"	"15"	"15"	22.32
	"California"	"06"	"2001"	"2001"	"May"	"5"	"16"	"16"	24.66
	"California"	"06"	"2001"	"2001"	"May"	"5"	"17"	"17"	26.63
	"California"	"06"	"2001"	"2001"	"May"	"5"	"18"	"18"	26.76
	"California"	"06"	"2001"	"2001"	"May"	"5"	"19"	"19"	28.19
	"California"	"06"	"2001"	"2001"	"May"	"5"	"20"	"20"	29.22
	"California"	"06"	"2001"	"2001"	"May"	"5"	"21"	"21"	29.85
	"California"	"06"	"2001"	"2001"	"May"	"5"	"22"	"22"	30.55
	"California"	"06"	"2001"	"2001"	"May"	"5"	"23"	"23"	31.85
	"California"	"06"	"2001"	"2001"	"May"	"5"	"24"	"24"	31.50
	"California"	"06"	"2001"	"2001"	"May"	"5"	"25"	"25"	29.77
	"California"	"06"	"2001"	"2001"	"May"	"5"	"26"	"26"	28.49
	"California"	"06"	"2001"	"2001"	"May"	"5"	"27"	"27"	24.90
	"California"	"06"	"2001"	"2001"	"May"	"5"	"28"	"28"	24.50
	"California"	"06"	"2001"	"2001"	"May"	"5"	"29"	"29"	27.38
	"California"	"06"	"2001"	"2001"	"May"	"5"	"30"	"30"	32.12
	"California"	"06"	"2001"	"2001"	"May"	"5"	"31"	"31"	33.67
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"1"	"1"	29.95
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"2"	"2"	24.88
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"3"	"3"	23.40
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"4"	"4"	24.90
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"5"	"5"	24.73
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"6"	"6"	28.45
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"7"	"7"	31.24
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"8"	"8"	31.00
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"9"	"9"	29.29
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"10"	"10"	28.72
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"11"	"11"	27.12
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"12"	"12"	25.53
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"13"	"13"	26.19
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"14"	"14"	29.12
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"15"	"15"	31.06
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"16"	"16"	32.08
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"17"	"17"	31.96
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"18"	"18"	31.90
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"19"	"19"	32.38
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"20"	"20"	33.20
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"21"	"21"	33.70
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"22"	"22"	33.27
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"23"	"23"	31.09
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"24"	"24"	27.61
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"25"	"25"	25.09
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"26"	"26"	22.41
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"27"	"27"	24.56
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"28"	"28"	28.77
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"29"	"29"	31.61
	"California"	"06"	"2001"	"2001"	"Jun"	"6"	"30"	"30"	32.92
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"1"	"1"	34.08
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"2"	"2"	36.53
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"3"	"3"	37.19
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"4"	"4"	35.27
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"5"	"5"	32.56
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"6"	"6"	30.07
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"7"	"7"	28.87
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"8"	"8"	30.96
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"9"	"9"	31.50
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"10"	"10"	30.45
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"11"	"11"	29.44
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"12"	"12"	30.51
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"13"	"13"	31.62
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"14"	"14"	30.68
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"15"	"15"	28.55
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"16"	"16"	26.08
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"17"	"17"	27.29
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"18"	"18"	28.75
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"19"	"19"	28.76
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"20"	"20"	27.79
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"21"	"21"	28.01
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"22"	"22"	30.02
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"23"	"23"	30.88
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"24"	"24"	31.83
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"25"	"25"	32.39
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"26"	"26"	33.69
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"27"	"27"	33.73
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"28"	"28"	32.79
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"29"	"29"	31.68
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"30"	"30"	27.82
	"California"	"06"	"2001"	"2001"	"Jul"	"7"	"31"	"31"	30.38
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"1"	"1"	31.07
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"2"	"2"	32.34
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"3"	"3"	31.14
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"4"	"4"	30.14
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"5"	"5"	32.08
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"6"	"6"	34.28
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"7"	"7"	36.42
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"8"	"8"	36.05
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"9"	"9"	33.95
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"10"	"10"	33.75
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"11"	"11"	34.07
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"12"	"12"	33.18
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"13"	"13"	32.37
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"14"	"14"	33.48
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"15"	"15"	34.01
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"16"	"16"	34.79
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"17"	"17"	34.70
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"18"	"18"	33.77
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"19"	"19"	33.07
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"20"	"20"	29.88
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"21"	"21"	28.05
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"22"	"22"	27.08
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"23"	"23"	28.76
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"24"	"24"	30.43
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"25"	"25"	33.61
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"26"	"26"	35.07
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"27"	"27"	35.76
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"28"	"28"	35.18
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"29"	"29"	31.94
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"30"	"30"	29.14
	"California"	"06"	"2001"	"2001"	"Aug"	"8"	"31"	"31"	30.77
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"1"	"1"	30.76
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"2"	"2"	31.01
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"3"	"3"	31.15
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"4"	"4"	31.50
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"5"	"5"	29.72
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"6"	"6"	29.15
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"7"	"7"	30.91
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"8"	"8"	30.27
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"9"	"9"	29.77
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"10"	"10"	29.14
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"11"	"11"	28.62
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"12"	"12"	28.67
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"13"	"13"	28.46
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"14"	"14"	29.90
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"15"	"15"	29.46
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"16"	"16"	28.80
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"17"	"17"	28.42
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"18"	"18"	29.47
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"19"	"19"	29.83
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"20"	"20"	30.20
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"21"	"21"	30.03
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"22"	"22"	30.90
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"23"	"23"	29.63
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"24"	"24"	30.04
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"25"	"25"	26.10
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"26"	"26"	28.07
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"27"	"27"	27.91
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"28"	"28"	26.60
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"29"	"29"	29.62
	"California"	"06"	"2001"	"2001"	"Sep"	"9"	"30"	"30"	32.78
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"1"	"1"	32.23
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"2"	"2"	31.33
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"3"	"3"	31.16
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"4"	"4"	28.42
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"5"	"5"	25.36
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"6"	"6"	23.68
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"7"	"7"	23.94
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"8"	"8"	23.03
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"9"	"9"	22.70
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"10"	"10"	23.69
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"11"	"11"	24.44
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"12"	"12"	24.79
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"13"	"13"	27.16
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"14"	"14"	28.47
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"15"	"15"	28.68
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"16"	"16"	26.04
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"17"	"17"	24.21
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"18"	"18"	25.89
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"19"	"19"	26.41
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"20"	"20"	25.96
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"21"	"21"	23.26
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"22"	"22"	22.35
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"23"	"23"	21.96
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"24"	"24"	23.27
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"25"	"25"	24.88
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"26"	"26"	25.07
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"27"	"27"	22.26
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"28"	"28"	20.91
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"29"	"29"	19.82
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"30"	"30"	16.49
	"California"	"06"	"2001"	"2001"	"Oct"	"10"	"31"	"31"	17.03
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"1"	"1"	19.34
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"7"	"7"	18.98
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"8"	"8"	21.28
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"9"	"9"	21.15
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"10"	"10"	19.42
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"11"	"11"	16.13
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"12"	"12"	15.37
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"13"	"13"	13.22
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"14"	"14"	17.16
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"15"	"15"	17.67
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"16"	"16"	17.65
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"17"	"17"	17.16
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"18"	"18"	17.40
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"19"	"19"	18.00
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"20"	"20"	16.89
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"21"	"21"	15.99
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"22"	"22"	14.53
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"23"	"23"	13.16
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"24"	"24"	10.97
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"25"	"25"	8.74
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"26"	"26"	8.64
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"27"	"27"	7.77
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"28"	"28"	8.07
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"29"	"29"	7.33
	"California"	"06"	"2001"	"2001"	"Nov"	"11"	"30"	"30"	8.58
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"2"	"2"	9.96
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"5"	"5"	9.31
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"6"	"6"	12.61
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"9"	"9"	8.77
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"10"	"10"	7.99
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"11"	"11"	7.13
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"12"	"12"	8.50
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"13"	"13"	10.43
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"14"	"14"	6.74
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"15"	"15"	6.14
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"16"	"16"	8.16
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"17"	"17"	9.43
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"18"	"18"	10.01
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"19"	"19"	10.89
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"20"	"20"	9.34
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"21"	"21"	8.10
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"22"	"22"	8.38
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"23"	"23"	8.87
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"24"	"24"	9.38
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"25"	"25"	9.81
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"26"	"26"	11.93
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"27"	"27"	12.24
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"28"	"28"	11.17
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"29"	"29"	9.33
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"30"	"30"	12.25
	"California"	"06"	"2001"	"2001"	"Dec"	"12"	"31"	"31"	14.16
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"1"	"1"	13.14
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"2"	"2"	12.71
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"3"	"3"	11.30
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"4"	"4"	11.37
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"5"	"5"	11.20
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"6"	"6"	13.28
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"7"	"7"	15.32
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"8"	"8"	15.21
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"9"	"9"	13.18
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"10"	"10"	14.32
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"15"	"15"	8.44
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"16"	"16"	7.34
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"18"	"18"	7.89
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"19"	"19"	7.89
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"20"	"20"	8.25
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"21"	"21"	9.48
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"22"	"22"	6.29
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"24"	"24"	8.94
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"27"	"27"	6.75
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"29"	"29"	3.63
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"30"	"30"	4.92
	"California"	"06"	"2002"	"2002"	"Jan"	"1"	"31"	"31"	6.50
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"1"	"1"	7.56
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"2"	"2"	8.83
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"3"	"3"	9.95
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"4"	"4"	11.69
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"5"	"5"	12.05
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"6"	"6"	12.14
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"7"	"7"	12.01
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"8"	"8"	11.47
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"9"	"9"	12.25
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"10"	"10"	13.85
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"11"	"11"	14.76
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"12"	"12"	14.99
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"13"	"13"	13.52
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"14"	"14"	15.03
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"15"	"15"	13.32
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"16"	"16"	12.97
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"17"	"17"	8.69
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"18"	"18"	10.03
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"19"	"19"	11.14
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"20"	"20"	14.20
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"21"	"21"	17.84
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"22"	"22"	19.52
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"23"	"23"	15.46
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"24"	"24"	16.12
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"25"	"25"	17.58
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"26"	"26"	17.40
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"27"	"27"	17.89
	"California"	"06"	"2002"	"2002"	"Feb"	"2"	"28"	"28"	16.68
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"1"	"1"	11.59
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"2"	"2"	11.16
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"3"	"3"	12.62
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"4"	"4"	14.45
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"5"	"5"	14.15
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"6"	"6"	12.40
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"7"	"7"	10.37
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"8"	"8"	9.41
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"9"	"9"	12.53
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"10"	"10"	13.46
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"11"	"11"	15.63
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"12"	"12"	16.43
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"13"	"13"	10.21
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"14"	"14"	8.53
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"15"	"15"	8.13
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"16"	"16"	6.27
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"17"	"17"	6.22
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"18"	"18"	9.37
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"19"	"19"	15.15
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"20"	"20"	18.94
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"21"	"21"	19.96
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"22"	"22"	15.52
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"23"	"23"	11.74
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"24"	"24"	11.75
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"25"	"25"	13.75
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"26"	"26"	16.58
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"27"	"27"	18.48
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"28"	"28"	18.22
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"29"	"29"	20.50
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"30"	"30"	22.63
	"California"	"06"	"2002"	"2002"	"Mar"	"3"	"31"	"31"	23.13
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"1"	"1"	23.55
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"2"	"2"	23.33
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"3"	"3"	22.14
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"4"	"4"	21.45
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"5"	"5"	18.21
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"6"	"6"	17.26
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"7"	"7"	19.44
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"8"	"8"	19.87
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"9"	"9"	18.12
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"10"	"10"	19.80
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"11"	"11"	20.99
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"12"	"12"	22.80
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"13"	"13"	25.17
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"14"	"14"	24.42
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"15"	"15"	14.48
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"16"	"16"	13.24
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"17"	"17"	11.52
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"18"	"18"	12.70
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"19"	"19"	13.97
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"20"	"20"	16.44
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"21"	"21"	19.62
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"22"	"22"	22.81
	"California"	"06"	"2002"	"2002"	"Apr"	"4"	"23"	"23"	22.90
