"Year","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto Rico","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"2012",4777326,711139,6410979,2916372,37325068,5042853,3572213,900131,605759,18885152,9714569,1362730,1567803,12823860,6485530,3047646,2851183,4340167,4529605,1329084,5785496,6560595,9897264,5313081,2967620,5982413,990785,1827306,2704204,1317474,8793888,2055287,19398125,9544249,676253,11533561,3749005,3836628,12699589,3716727,1052471,4630351,815871,6353226,25208897,2766233,625498,8014955,6738714,1850481,5687219,562803

US population (by state and county)

